epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.7773,3.69536,107.126,2.24413,0,0,0,0,2.36491,125.957,1.38684,0.00012,0.00012,0.00012
